   8P/1790 A2       1790 Jan. 31.349   1.04484   0.81907  13.9   207.032   271.523    54.189   90 Feb.  6     8     1790       1858      9    Tuttle                      @MarSekYeo  1972
   8P/1858 A1       1858 Feb. 24.0181T 1.025538  0.821207 13.7   206.7770  271.0483   54.4065  58 Feb. 10    67*    1858       1899      9                                @MarSek     1972
   8P/1871 T1       1871 Dec.  2.2976T 1.030109  0.821103 13.8   206.7765  271.1140   54.2819  71 Nov. 29    67*    1858       1899      9                                @MarSek     1972
   8P               1885 Sept.11.7988T 1.024713  0.821542 13.8   206.7661  271.2471   54.3303  85 Sept.16    67*    1858       1899      9                                @MarSek     1972
   8P               1899 May   4.5531T 1.013808  0.822255 13.6   206.6276  271.2447   54.4891  99 Apr. 16    67*    1858       1899      9                                @MarSek     1972
   8P               1912 Oct. 28.9712  1.029970  0.818389 13.5   206.9408  270.9811   55.0486  12 Nov. 14    58*    1912       1967      9                                Yeomans     1972
   8P               1926 Apr. 28.7655  1.030919  0.818521 13.5   206.9655  270.8369   54.9556  26 May   5    58*    1912       1967      9                                Yeomans     1972
   8P               1939 Nov. 10.6120  1.022587  0.820598 13.6   206.9480  270.5432   54.6491  39 Oct. 24    58*    1912       1967      9                                Yeomans     1972
   8P               1967 Mar. 31.2907  1.022925  0.821905 13.8   206.9042  270.4914   54.3746  67 Apr. 20    58*    1912       1967      9                                Yeomans     1972
   8P               1980 Dec. 14.7060  1.014931  0.822581 13.7   206.8855  270.5838   54.4628  80 Dec. 27    49     1980       1992      9                                Marsden     1993
   8P               1994 June 25.2907  0.997732  0.824089 13.5   206.7030  270.5485   54.6923  94 June 17    49     1980       1992      9                                Marsden     1992
   9P/1867 G1       1867 May  24.2174T 1.562104  0.507708  5.65  134.9855  102.9169    6.3897  67 May  14   394     1867       1972      8    Tempel 1                    Schrutka    1977
   9P/1873 G1       1873 May  10.2804T 1.771159  0.462625  5.98  159.4082   80.4080    9.7665  73 May  22   394     1867       1972      8                                Schrutka    1977
   9P               1879 May   7.6034T 1.771126  0.462546  5.98  159.5782   80.3642    9.7675  79 May  31   394     1867       1972      8                                Schrutka    1977
   9P/1967 L1       1967 Jan. 12.7015  1.502848  0.518073  5.51  179.1582   69.0390   10.5405  67 Jan. 30   469*    1967       1996      9                                Nakano      1997
   9P/1972 A1       1972 July 15.3949  1.496660  0.519615  5.50  179.2233   69.0146   10.5510  72 July 22   469*    1967       1996      9                                Nakano      1997
   9P               1978 Jan. 11.0144  1.496849  0.519502  5.50  179.1109   69.0059   10.5466  78 Jan. 12   469*    1967       1996      9                                Nakano      1997
   9P               1983 July  9.7972  1.491117  0.520898  5.49  179.0751   68.9940   10.5571  83 July  5   469*    1967       1996      9                                Nakano      1997
