   .265D+01     .0340    7.6438    1.0590   93.3150
   .266D+01     .0340    7.7171    1.0617   93.4141
   .266D+01     .0341    7.7895    1.0643   93.5113
   .267D+01     .0341    7.8611    1.0669   93.6065
   .267D+01     .0341    7.9320    1.0695   93.6998
   .268D+01     .0341    8.0021    1.0720   93.7913
   .268D+01     .0341    8.0714    1.0745   93.8811
   .269D+01     .0341    8.1399    1.0770   93.9691
   .269D+01     .0342    8.2077    1.0794   94.0555
   .269D+01     .0342    8.2748    1.0818   94.1402
   .270D+01     .0342    8.3412    1.0842   94.2233
   .271D+01     .0342    8.4068    1.0866   94.3049
   .271D+01     .0342    8.4718    1.0889   94.3850
   .271D+01     .0343    8.5360    1.0911   94.4636
   .272D+01     .0343    8.5996    1.0934   94.5408
   .273D+01     .0343    8.6625    1.0956   94.6166
   .273D+01     .0343    8.7248    1.0978   94.6910
   .273D+01     .0344    8.7864    1.1000   94.7642
   .274D+01     .0344    8.8474    1.1021   94.8360
   .275D+01     .0344    8.9077    1.1042   94.9066
   .275D+01     .0344    8.9674    1.1063   94.9760
   .275D+01     .0344    9.0265    1.1083   95.0442
   .276D+01     .0345    9.0850    1.1104   95.1112
   .277D+01     .0345    9.1429    1.1124   95.1771
   .277D+01     .0345    9.2001    1.1143   95.2418
   .277D+01     .0345    9.2569    1.1163   95.3055
   .278D+01     .0346    9.3130    1.1182   95.3682
   .279D+01     .0346    9.3686    1.1201   95.4298
   .279D+01     .0346    9.4236    1.1220   95.4904
   .279D+01     .0346    9.4781    1.1239   95.5500
   .280D+01     .0347    9.5320    1.1257   95.6086
   .281D+01     .0347    9.5854    1.1275   95.6663
   .281D+01     .0347    9.6382    1.1293   95.7231
   .281D+01     .0347    9.6906    1.1311   95.7790
   .282D+01     .0348    9.7424    1.1328   95.8340
   .283D+01     .0348    9.7937    1.1345   95.8882
   .283D+01     .0348    9.8445    1.1362   95.9415
   .283D+01     .0348    9.8948    1.1379   95.9940
   .284D+01     .0349    9.9446    1.1396   96.0457
   .285D+01     .0349    9.9940    1.1412   96.0967
   .285D+01     .0349   10.0428    1.1429   96.1468
   .285D+01     .0349   10.0912    1.1445   96.1962
   .286D+01     .0350   10.1392    1.1461   96.2449
   .287D+01     .0350   10.1866    1.1476   96.2928
   .287D+01     .0350   10.2337    1.1492   96.3400
